ID,Verified,Item Description,Item Type,Status,Alphabetical Sort,AutoFillVerified,AutoFillVerified1,Created,Created By,ItemDescriptionHTMLEncoded,Location,Modified,Modified By,Relationship,Title,Verification Source,Verified Alternates,VerifiedAlternatesHTMLEncoded,VerifiedHTMLEncoded,Encoded Absolute URL,Item Type1,Path,URL Path,Workflow Instance ID,Comments,File Type
50277,accounting-ese; accountant-ese (n.),"as in ""I don't speak accounting-ese.""",46;#Style,,accountingese; accountant-ese (n.),,,1/24/2012,LASS\MBeninger,<i>as in</i> &quot;I don't speak accounting-ese.&quot;,,11/28/2014,LASS\PLee,,accounting-ese; accountant-ese (n.),Greens PJC,,<div></div>,<b>accounting-ese; accountant-ese</b> (n.),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50277_.000;#50277,,ALT accountingese; accountant-ese (n.) or accounting ese; accountant-ese (n.),
50278,accounts payable (adj.) as in accounts payable clerk,,46;#Style,,accountspayable (adj.) as in accounts payable clerk,,,1/24/2012,LASS\MBeninger,&nbsp;,,11/28/2014,LASS\PLee,,accounts payable (adj.) as in accounts payable clerk,Greens PJC,,<div></div>,<b>accounts payable</b> (adj.) <i>as in</i> accounts payable clerk,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50278_.000;#50278,,ALT accountspayable (adj.) as in accounts payable clerk or accounts-payable (adj.) as in accounts payable clerk,
50279,accounts receivable (adj.),as in accounts receivable clerk,46;#Style,,accountsreceivable (adj.),,,1/24/2012,LASS\MBeninger,<i>&nbsp;as in</i> accounts receivable clerk,,11/28/2014,LASS\PLee,,accounts receivable (adj.),Greens PJC,,<div></div>,<b>accounts receivable</b> (adj.),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50279_.000;#50279,,ALT accountsreceivable (adj.) or accounts-receivable (adj.),
50280,accoutrement; accoutrements,,46;#Style,,accoutrement; accoutrements,,,1/24/2012,LASS\MBeninger,&nbsp;,,11/28/2014,LASS\PLee,,accoutrement; accoutrements,Greens PJC,,<div></div>,<b>accoutrement; accoutrements</b>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50280_.000;#50280,,,
50281,accumulate; accumulator,,46;#Style,,accumulate; accumulator,,,1/24/2012,LASS\MBeninger,&nbsp;,,11/28/2014,LASS\PLee,,accumulate; accumulator,Greens PJC,,<div></div>,<b>accumulate; accumulator</b>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50281_.000;#50281,,,
50282,AC-DC,electric current,46;#Style,,ACDC,,,1/24/2012,LASS\MBeninger,electric current,,11/28/2014,LASS\PLee,,AC-DC,Greens PJC,,<div></div>,<b>AC-DC</b>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50282_.000;#50282,,ALT ACDC or AC/DC or AC DC,
50283,"Achilles heel, tendon",,46;#Style,,"Achillesheel, tendon",,,1/24/2012,LASS\MBeninger,&nbsp;,,11/28/2014,LASS\PLee,,"Achilles heel, tendon",Greens PJC,,<div></div>,"<b>Achilles heel, tendon</b>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/50283_.000;#50283,,"ALT Achillesheel, tendon or Achilles-heel, tendon",
57790,Aboriginal post-secondary education strategy (APSES),[2009 39th1st],5;#Programs ? Initiatives,,Aboriginal post-secondary education strategy (APSES),,,2/20/2012,LASS\MBeninger,<div>[2009 39th1st]</div>,,9/12/2017,LASS\MBeninger,,Aboriginal post-secondary education strategy (APSES),vlist,APSES,APSES,<div>Aboriginal post-secondary education strategy (APSES) </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/57790_.000;#57790,,,
58034,Aboriginal training for employment program,through Min. of Advanced Education,5;#Programs ? Initiatives,,Aboriginal training for employment program,,,3/14/2012,LASS\JApolonio,<div>through Min. of Advanced Education</div>,,9/12/2017,LASS\MBeninger,,Aboriginal training for employment program,vlist,,<div></div>,<div>Aboriginal training for employment program</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/58034_.000;#58034,,,
58036,Acacia Ty Mawr Holdings Ltd.,residential care facility in Shawnigan Lake,51;#Organizations:Health sector organizations,,Acacia Ty Mawr Holdings Ltd.,,,3/14/2012,LASS\JApolonio,<div>residential care facility in Shawnigan Lake</div>,,6/20/2013,System Account,,Acacia Ty Mawr Holdings Ltd.,vlist,,<div></div>,<div>Acacia Ty Mawr Holdings Ltd.</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/58036_.000;#58036,,,
58962,aboriginal skills and employment training strategy (ASETS),,5;#Programs ? Initiatives,,aboriginal skills and employment training strategy (ASETS),,,4/2/2012,LASS\MBeninger,<div></div>,,6/20/2013,System Account,,aboriginal skills and employment training strategy (ASETS),vlist,ASETS,ASETS,<div>aboriginal skills and employment training strategy (ASETS) </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/58962_.000;#58962,,,
59218,AA bantam,level of hockey,16;#Technical ? Scientific Terms,,AA bantam,,,4/20/2012,LASS\MBeninger,<div>level of hockey </div>,,6/20/2013,System Account,,AA bantam,vlist,,<div></div>,<div>AA bantam </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59218_.000;#59218,,,
59219,Aboriginal Cultural Tourism Blueprint Strategy for British Columbia,outlines blueprint strategy by Aboriginal Tourism Association of British Columbia,2;#Works:Reports ? studies,,AboriginalCultural Tourism Blueprint Strategy for British Columbia,,,4/20/2012,LASS\MBeninger,<div>outlines blueprint strategy by Aboriginal Tourism Association of British Columbia </div>,,11/12/2014,"Kellington, Treava",,Aboriginal Cultural Tourism Blueprint Strategy for British Columbia,vlist PJC,,<div></div>,<div><em>Aboriginal Cultural Tourism Blueprint Strategy for British Columbia </em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59219_.000;#59219,,,
59220,Aboriginal elders advisory council,in MCFD,26;#Organizations:Crown corporations ? government agencies,Revised,Aboriginalelders advisory council,,,4/20/2012,LASS\MBeninger,<div>in MCFD</div>,,1/17/2018,"Mattison, David",,Aboriginal elders advisory council,vlist,"a.k.a. ""Elders""",<div>a.k.a. &quot;Elders&quot; </div>,<div>Aboriginal elders advisory council </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59220_.000;#59220,,,
59221,Aboriginal initiatives,"program through Industry Training Authority
",5;#Programs ? Initiatives,,Aboriginal initiatives,,,4/20/2012,LASS\MBeninger,program through Industry Training Authority  <div></div>,,9/12/2017,LASS\MBeninger,,Aboriginal initiatives,vlist,,<div></div>,<div>Aboriginal initiatives </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59221_.000;#59221,,,
59222,Aboriginal trades and apprenticeship business plan,through Industry Training Authority; outlined in The Apprenticeship Journey: The Industry Training Authority’s Business Plan in Trades and Apprenticeships Across British Columbia,48;#Works,,Aboriginal trades and apprenticeship business plan,,,4/20/2012,LASS\MBeninger,<div>through Industry Training Authority; outlined in <em>The Apprenticeship Journey: The Industry Training Authority’s Business Plan in Trades and Apprenticeships Across British Columbia </em></div>,,9/12/2017,LASS\MBeninger,,Aboriginal trades and apprenticeship business plan,vlist,,<div></div>,<div>Aboriginal trades and apprenticeship business plan </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59222_.000;#59222,,,
59759,"Ablett, Todd","teacher, Gladstone Secondary; certificate of excellence recipient, Prime Minister's Awards for Teaching Excellence, 2010-2011",1;#People,,"Ablett, Todd",,,5/2/2012,LASS\MBeninger,"<div>teacher, Gladstone Secondary; certificate of excellence recipient, Prime Minister's Awards for Teaching Excellence, 2010-2011 </div>",,1/29/2014,LASS\JApolonio,,"Ablett, Todd",http://www.ic.gc.ca/eic/site/pmate-ppmee.nsf/eng/wz01822.html,,<div></div>,"<div>Ablett, Todd </div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59759_.000;#59759,,,
59872,"AAL
","Administrative Assistants Ltd.
",7;#Organizations,,AAL,,,5/4/2012,LASS\DKerr,Administrative Assistants Ltd.  <div></div>,,6/20/2013,System Account,,AAL,vlist,,<div></div>,AAL  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59872_.000;#59872,,,
59873,Aboriginal relations committee,in Metro Vancouver,7;#Organizations,,Aboriginal relations committee,,,5/4/2012,LASS\MBeninger,<div>in Metro Vancouver </div>,,9/12/2017,LASS\MBeninger,,Aboriginal relations committee,vlist,,<div></div>,<div>Aboriginal relations committee </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59873_.000;#59873,,,
59932,"Aboriginal law group
","in Ministry of Justice
",26;#Organizations:Crown corporations ? government agencies,,Aboriginallaw group,,,5/11/2012,LASS\DKerr,in Ministry of Justice  <div></div>,,1/17/2018,"Mattison, David",,Aboriginal law group,vlist,,<div></div>,Aboriginal law group  <div>&nbsp;</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/59932_.000;#59932,,,
60314,"Abbotsford community dialysis unit
","through Fraser Health
",51;#Organizations:Health sector organizations,,Abbotsford community dialysis unit,,,5/18/2012,LASS\DKerr,through Fraser Health  <div></div>,,6/20/2013,System Account,,Abbotsford community dialysis unit,vlist,,<div></div>,Abbotsford community dialysis unit  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/60314_.000;#60314,,,
60407,"Abe, Mike","president, Victoria Nikkei Cultural Society",1;#People,,"Abe, Mike",,,5/22/2012,LASS\GWigmore,"<div>president, Victoria Nikkei Cultural Society</div>",,6/20/2013,System Account,,"Abe, Mike",VList,,<div></div>,"<div>Abe, Mike</div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/60407_.000;#60407,,,
60806,AAC determination,forestry term; AAC means annual allowable cut,16;#Technical ? Scientific Terms,,AAC determination,,,6/6/2012,LASS\MBeninger,<div>forestry term; AAC means annual allowable cut </div>,,6/20/2013,System Account,,AAC determination,vlist,,<div></div>,<div>AAC determination </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/60806_.000;#60806,,,
60807,"AAC uplift
",forestry term meaning a harvesting rate higher than the annual allowable cut,16;#Technical ? Scientific Terms,,AAC uplift,,,6/6/2012,LASS\DKerr,<div>forestry term meaning a harvesting rate higher than the annual allowable cut </div>,,6/20/2013,System Account,,AAC uplift,vlist,,<div></div>,AAC uplift  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/60807_.000;#60807,,,
60808,Aberdeen Plateau,locally recognized area in Vernon,42;#Places:Regions and areas of B.C.,,Aberdeen Plateau,,,6/6/2012,LASS\MBeninger,<div>locally recognized area in Vernon </div>,,6/20/2013,System Account,,Aberdeen Plateau,vlist,,<div></div>,<div>Aberdeen Plateau </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/60808_.000;#60808,,,
61589,ABCFP code of ethics,,48;#Works,,ABCFP code of ethics,,,7/16/2012,LASS\MBeninger,<div></div>,,6/20/2013,System Account,,ABCFP code of ethics,vlist,,<div></div>,<div>ABCFP code of ethics </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/61589_.000;#61589,,,
61592,"A.L. Patchett and Sons Ltd.
",defunct; in Quesnel,7;#Organizations,,A.L. Patchett and Sons Ltd.,,,7/16/2012,LASS\DKerr,<div>defunct; in Quesnel </div>,,6/20/2013,System Account,,A.L. Patchett and Sons Ltd.,vlist,,<div></div>,A.L. Patchett and Sons Ltd.  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/61592_.000;#61592,,,
62020,AAC uplift,forestry term meaning a harvesting rate higher than the annual allowable cut,46;#Style,,A1AACuplift,,,7/26/2012,LASS\DKerr,<div>forestry term meaning a harvesting rate higher than the annual allowable cut </div>,,6/22/2015,"Mattison, David",,AAC uplift,"ETLs, Research, PJC",,<div></div>,<div><strong>AAC uplift </strong></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62020_.000;#62020,,ALT AA up-lift,
62281,"Aboriginal sport, recreation and physical activity strategy","as documented in the Aboriginal Sport, Recreation and Physical Activity Strategy (2009)",5;#Programs ? Initiatives,,"aboriginalsport, recreation and physical activity strategy",,,10/10/2012,LASS\GWigmore,"<div>as documented in the Aboriginal Sport, Recreation and Physical Activity Strategy (2009)</div>",,9/12/2017,LASS\MBeninger,,"Aboriginal sport, recreation and physical activity strategy",http://www.bcaafc.com/~bcaafc/images/stories/PDFs/asrpa_strategy.pdf,,<div></div>,"<div>Aboriginal sport, recreation and physical activity strategy</div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62281_.000;#62281,,,
62665,AC/DC,rock group,1;#People,,AC/DC,,,10/29/2012,LASS\GWigmore,rock group,,6/20/2013,System Account,,AC/DC,VList,,<div></div>,<div>AC/DC</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62665_.000;#62665,,,
62667,Abbot Canada,,7;#Organizations,,Abbot Canada,,,10/29/2012,LASS\GWigmore,<div></div>,,6/20/2013,System Account,,Abbot Canada,VList,,<div></div>,<div>Abbot Canada</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62667_.000;#62667,,,
62668,Abbot Laboratories,,7;#Organizations,,Abbot Laboratories,,,10/29/2012,LASS\GWigmore,<div></div>,,6/20/2013,System Account,,Abbot Laboratories,VList,,<div></div>,<div>Abbot Laboratories</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62668_.000;#62668,,,
62670,AboutFace,international charity that provides support for people with facial disfigurements,7;#Organizations,,AboutFace,,,10/29/2012,LASS\GWigmore,<div>international charity that provides support for people with facial disfigurements</div>,,6/20/2013,System Account,,AboutFace,VList,,<div></div>,<div>AboutFace</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62670_.000;#62670,,,
62671,Academic Emergency Medicine (AEM),medical journal,48;#Works,,Academic Emergency Medicine (AEM),,,10/29/2012,LASS\GWigmore,<div>medical journal</div>,,6/20/2013,System Account,,Academic Emergency Medicine (AEM),VList,,<div></div>,<div><em>Academic Emergency Medicine (AEM)</em></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62671_.000;#62671,,,
62672,Accountability Council for Co-operative Education in B.C.,,7;#Organizations,,Accountability Council for Co-operative Education in B.C.,,,10/29/2012,LASS\GWigmore,<div></div>,,6/20/2013,System Account,,Accountability Council for Co-operative Education in B.C.,VList,,<div></div>,<div>Accountability Council for Co-operative Education in B.C.</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/62672_.000;#62672,,,
63632,ABC Precast & Ready Mix Ltd.,a concrete and ready-mix cement company based in Nanaimo,7;#Organizations,,ABC Precast & Ready Mix Ltd.,,,3/1/2013,LASS\DKerr,a concrete and ready-mix cement company based in Nanaimo,,6/20/2013,System Account,,ABC Precast & Ready Mix Ltd.,VList,,,ABC Precast &amp; Ready Mix Ltd.,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/63632_.000;#63632,,,
63633,Aboriginal Student Centre,at Capilano University,32;#Organizations:Post-secondary organizations,,Aboriginal Student Centre,,,3/1/2013,LASS\DKerr,at Capilano University,,6/20/2013,System Account,,Aboriginal Student Centre,VList,,,Aboriginal Student Centre,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/63633_.000;#63633,,,
63924,Abbie Hoffman Society,"Powell River band; members include Meg, Jennye, Laura and Suzy Hoffman",7;#Organizations,,Abbie Hoffman Society,,,3/8/2013,LASS\DKerr,"Powell River band; members include Meg, Jennye, Laura and Suzy Hoffman",,6/20/2013,System Account,,Abbie Hoffman Society,VList,,,Abbie Hoffman Society,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/63924_.000;#63924,,,
63925,Aboriginal youth ambassador program,hosted by Squamish First Nation,5;#Programs ? Initiatives,,Aboriginal youth ambassador program,,,3/8/2013,LASS\DKerr,hosted by Squamish First Nation,,9/12/2017,LASS\MBeninger,,Aboriginal youth ambassador program,VList,,<div></div>,Aboriginal youth ambassador program,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/63925_.000;#63925,,,
64257,Access,alternative schools program through greater Victoria school district,5;#Programs ? Initiatives,,Access,,,3/21/2013,LASS\JApolonio,<div>alternative schools program through greater Victoria school district</div>,,6/20/2013,System Account,,Access,vlist,,<div></div>,<div>Access </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/64257_.000;#64257,,,
64715,"Abma, Deborah Elizabeth ""Debbie"" or ""Deb""","director of development, Focus Foundation of British Columbia",1;#People,Revised,"Abma, Deborah Elizabeth ""Debbie"" or ""Deb""",,,3/26/2013,LASS\JApolonio,"<div>director of development, Focus Foundation of British Columbia</div>",,6/22/2015,"Mattison, David",,"Abma, Deborah Elizabeth ""Debbie"" or ""Deb""","https://ca.linkedin.com/pub/debbie-abma/30/525/a02

http://focusfoundation.ca/contact/

http://caselaw.canada.globe24h.com/0/0/british-columbia/supreme-court-of-british-columbia/2008/06/17/abma-v-paul-2008-bcsc-783.shtml",,<div></div>,"<div>Abma, Deborah Elizabeth &quot;Debbie&quot; or &quot;Deb&quot;</div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/64715_.000;#64715,,,
64961,Accutane,acne drug,4;#Brand Names,,Accutane,,,9/18/2013,LASS\DKerr,acne drug,,9/18/2013,LASS\DKerr,,Accutane,,,,Accutane,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/64961_.000;#64961,,,
65200,Abbotsford Bahá'í community,,7;#Organizations,,Abbotsford Bahá'í community,,,9/18/2013,LASS\DKerr,,,9/18/2013,LASS\DKerr,,Abbotsford Bahá'í community,,,,Abbotsford Bahá'í community,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65200_.000;#65200,,,
65327,Aboriginal Housing Management Association (AHMA); Aboriginal Housing Association (an ASF),oversees off-reserve Aboriginal housing throughout B.C.,28;#Organizations:First Nations organizations,,Aboriginal Housing Management Association (AHMA),,,9/18/2013,LASS\DKerr,oversees off-reserve Aboriginal housing throughout B.C.,,9/12/2017,LASS\MBeninger,,Aboriginal Housing Management Association (AHMA); Aboriginal Housing Association (an ASF),http://www.ahma-bc.org/,Aboriginal Housing Association (an ASF),<div>Aboriginal Housing Association (an ASF)</div>,Aboriginal Housing Management Association (AHMA); Aboriginal Housing Association (an ASF),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65327_.000;#65327,,,
65330,Aboriginal Skills Group 3G,,28;#Organizations:First Nations organizations,,Aboriginal Skills Group 3G,,,9/18/2013,LASS\DKerr,,,9/18/2013,LASS\DKerr,,Aboriginal Skills Group 3G,,,,Aboriginal Skills Group 3G,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65330_.000;#65330,,,
65702,"Aaron, Sage",affiliated with MLA Jane Shin,1;#People,,"Aaron, Sage",,,9/18/2013,LASS\DKerr,affiliated with MLA Jane Shin,,9/18/2013,LASS\DKerr,,"Aaron, Sage",,,,"Aaron, Sage",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65702_.000;#65702,,,
65786,Abu Dhabi,capital of the United Arab Emirates,14;#Places,,Abu Dhabi,,,9/18/2013,LASS\DKerr,capital of the United Arab Emirates,,9/18/2013,LASS\DKerr,,Abu Dhabi,,,,Abu Dhabi,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65786_.000;#65786,,,
65962,Access Community through English (ACE),program through Vancouver Coastal Health,5;#Programs ? Initiatives,,Access Community through English (ACE),,,9/18/2013,LASS\DKerr,program through Vancouver Coastal Health,,9/18/2013,LASS\DKerr,,Access Community through English (ACE),,,,Access Community through English (ACE),,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65962_.000;#65962,,,
65963,Access Pro Bono,,5;#Programs ? Initiatives,,Access Pro Bono,,,9/18/2013,LASS\DKerr,,,9/18/2013,LASS\DKerr,,Access Pro Bono,,,,Access Pro Bono,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/65963_.000;#65963,,,
66213,Aboriginal Post-Secondary Education and Training Policy Framework and Action Plan: 2020 Vision for the Future,report from Ministry of Advanced Education,2;#Works:Reports ? studies,,AboriginalPost-Secondary Education and Training Policy Framework and Action Plan: 2020 Vision for the Future,,,9/18/2013,LASS\DKerr,report from Ministry of Advanced Education,,11/28/2014,"Kellington, Treava",,Aboriginal Post-Secondary Education and Training Policy Framework and Action Plan: 2020 Vision for the Future,PJC,,<div></div>,<em>Aboriginal Post-Secondary Education and Training Policy Framework and Action Plan: 2020 Vision for the Future </em>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/66213_.000;#66213,,,
66521,AbbotsfordWORKS,program through Work B.C.,5;#Programs ? Initiatives,,AbbotsfordWORKS,,,9/27/2013,LASS\GWigmore,<div>program through Work B.C.</div>,,9/27/2013,LASS\GWigmore,,AbbotsfordWORKS,"https://www.abbotsfordworks.com/en/
",,<div></div>,<div>AbbotsfordWORKS</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/66521_.000;#66521,,,
66666,"Access Copyright
",Canadian copyright collective for literary and visual artistic works,7;#Organizations,,Access Copyright,,,9/30/2013,LASS\GWigmore,<div>Canadian copyright collective for literary and visual artistic works</div>,,1/17/2017,"Mattison, David",,Access Copyright,"http://www.accesscopyright.ca/
",,<div></div>,Access Copyright  <div></div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/66666_.000;#66666,,,
66745,ABE Upgrading,"joint program by Columbia Basin Alliance for Literacy, Kootenay Family Place and Selkirk College; for parents and caregivers who wish to upgrade their skills",5;#Programs ? Initiatives,,ABE Upgrading,,,10/1/2013,LASS\JApolonio,"<div>joint program by Columbia Basin Alliance for Literacy, Kootenay Family Place and Selkirk College; for parents and caregivers who wish to upgrade their skills</div>",,10/1/2013,LASS\JApolonio,,ABE Upgrading,http://www.bced.gov.bc.ca/schools/sdinfo/acc_contracts/2013/20.pdf,,<div></div>,<div>ABE Upgrading</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/66745_.000;#66745,,,
67018,aboriginal literacy and parenting skills (ALAPS),through Prince George Native Friendship Centre,5;#Programs ? Initiatives,,aboriginal literacy and parenting skills (ALAPS),,,10/8/2013,"Mattison, David",<div>through Prince George Native Friendship Centre</div>,,10/8/2013,"Mattison, David",,aboriginal literacy and parenting skills (ALAPS),http://webcache.googleusercontent.com/search?q=cache:FBEN99UqgNcJ:www.changemakers.com/node/144622/www.pgnfc.com+&cd=1&hl=en&ct=clnk&gl=ca,ALPS,<div>ALPS</div>,<div>aboriginal literacy and parenting skills (ALAPS)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67018_.000;#67018,,,
67019,Aboriginal infant and family development program (AIFDP),operated by the Prince George Native Friendship Centre and is funded by the Ministry of Children and Family Development,5;#Programs ? Initiatives,,Aboriginal infant and family development program (AIFDP),,,10/8/2013,"Mattison, David",<div>operated by the Prince George Native Friendship Centre and is funded by the Ministry of Children and Family Development</div>,,9/12/2017,LASS\MBeninger,,Aboriginal infant and family development program (AIFDP),http://clbc.cioc.ca/record/CLB0010,,<div></div>,<div>Aboriginal infant and family development program (AIFDP)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67019_.000;#67019,,,
67118,Aboriginal education council,established in 1989 in school district 52,29;#Organizations:K-12 organizations,,Aboriginal education council,,,10/17/2013,LASS\JApolonio,<div>established in 1989 in school district 52</div>,,9/12/2017,LASS\MBeninger,,Aboriginal education council,http://sd52.bc.ca/abed/?page_id=27,,<div></div>,<div>Aboriginal education council </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67118_.000;#67118,,,
67395,Aboriginal services,organization unit in Ministry of Children and Family Development,26;#Organizations:Crown corporations ? government agencies,,Aboriginalservices,,,11/26/2013,"Mattison, David",<div>organization unit in Ministry of Children and Family Development</div>,,1/17/2018,"Mattison, David",,Aboriginal services,http://dir.gov.bc.ca/gtds.cgi?show=Branch&organizationCode=CFD&organizationalUnitCode=XLX,,<div></div>,<div>Aboriginal services</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67395_.000;#67395,,,
67435,Aboriginal capital corp. (ACC),Aboriginal-owned and controlled business lending organizations,28;#Organizations:First Nations organizations,,Aboriginal capital corp. (ACC),,,11/28/2013,"Mattison, David",<div>Aboriginal-owned and controlled business lending organizations</div>,,9/12/2017,LASS\MBeninger,,Aboriginal capital corp. (ACC),http://www.johnco.com/firstnat/fncapcor.html,,<div></div>,<div>Aboriginal capital corp. (ACC)</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67435_.000;#67435,,,
67561,"Abbott, Chris",BC Ferry & Marine Workers' Union President,1;#People,,"Abbott, Chris",,,2/13/2014,"Baer, Richard",<div>BC Ferry &amp; Marine Workers' Union President</div>,,2/13/2014,"Baer, Richard",,"Abbott, Chris",http://www.newswire.ca/en/story/1263769/response-to-november-18-2013-bcfs-service-cut-announcement-by-minister-todd-stone,,<div></div>,"<div>Abbott, Chris&nbsp; </div>",,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67561_.000;#67561,,,
67575,Abbotsford-Mission Transit Committee,– joint committee,30;#Organizations:Local governments ? regional districts,,AbbotsfordMission Transit Committee,,,2/13/2014,"Baer, Richard",<div>– joint committee</div>,,2/13/2014,"Baer, Richard",,Abbotsford-Mission Transit Committee,http://www.mission.ca/wp-content/uploads/2005-annual-report.pdf,,<div></div>,<div>Abbotsford-Mission Transit Committee </div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/67575_.000;#67575,,,
68575,Aboriginal post-secondary education and training policy framework and action plan,through Ministry of Advanced Education; introduced June 2012,48;#Works,,aboriginalpostsecondary education and training policy framework and action plan,,,3/4/2014,LASS\JApolonio,<div>through Ministry of Advanced Education; introduced June 2012</div>,,9/12/2017,LASS\MBeninger,,Aboriginal post-secondary education and training policy framework and action plan,http://www.newsroom.gov.bc.ca/2012/06/new-action-plan-to-benefit-aboriginal-learners.html,,<div></div>,<div>Aboriginal post-secondary education and training policy framework and action plan</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/68575_.000;#68575,,,
68718,ABC Television Network,,7;#Organizations,,ABCTelevision Network,,,3/10/2014,LASS\JApolonio,<div></div>,,3/10/2014,LASS\JApolonio,,ABC Television Network,http://abc.go.com/info,ABC TV Network,ABC TV Network,<div>ABC Television Network</div>,,0,sites/hansard/Lists/NamesTerms,sites/hansard/Lists/NamesTerms/68718_.000;#68718,,,
